segment_id,constituency_id,segment_name,segment_type,analysis_date,total_voters,percentage_of_total,demographics,geographic_concentration,support_level,top_issues,engagement_score,contact_coverage_pct,last_contact_date,preferred_channels,key_messengers,priority_level,target_message,recommended_actions,estimated_conversion_rate,turnout_tendency,loyalty_score,swing_potential,budget_allocated,volunteers_assigned,events_planned,created_at,updated_at
fa42e8aa-fe15-47d1-9661-440072830916,PC02,issue_based_9_peddapalle,issue_based,2025-11-01,136188,14.05,"{""age_group"": ""youth_18_35"", ""gender"": ""all"", ""occupation_category"": ""students_professionals"", ""income_level"": ""lower_middle"", ""education_level"": ""graduate"", ""religion"": ""all"", ""caste_category"": ""general""}","[{""ward"": ""Husnabad"", ""voter_count"": 2746, ""concentration_pct"": 15.63}, {""ward"": ""Vemulawada"", ""voter_count"": 2415, ""concentration_pct"": 27.43}, {""ward"": ""Karimnagar"", ""voter_count"": 3928, ""concentration_pct"": 28.89}]","{""strong_favorable"": 53203, ""leaning_favorable"": 26564, ""neutral"": 25752, ""opposition"": 30608, ""undecided"": 61}","[{""issue"": ""water_supply"", ""priority_level"": ""medium"", ""satisfaction_score"": 50}, {""issue"": ""infrastructure"", ""priority_level"": ""high"", ""satisfaction_score"": 75}, {""issue"": ""infrastructure"", ""priority_level"": ""low"", ""satisfaction_score"": 41}]",88,51.11,2025-10-08,"[""whatsapp"", ""social_media"", ""door_to_door""]","[""Leader_6"", ""Leader_9""]",low,"[""Message theme 5"", ""Message theme 5"", ""Message theme 2"", ""Message theme 5""]","[""Phone banking"", ""Social media outreach""]",0.36,high,72,low,70666.87,20,7,2025-12-05 12:30:12.083389,2025-12-05 12:30:12.083389
ccc14828-d0fa-41d6-93a6-be09d13b8946,PC02,geographic_10_peddapalle,geographic,2025-04-01,185137,19.1,"{""age_group"": ""all"", ""gender"": ""female"", ""occupation_category"": ""homemaker_worker"", ""income_level"": ""lower_middle"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Husnabad"", ""voter_count"": 3354, ""concentration_pct"": 15.23}, {""ward"": ""Peddapalle"", ""voter_count"": 3162, ""concentration_pct"": 20.57}, {""ward"": ""Choppadandi"", ""voter_count"": 2556, ""concentration_pct"": 10.28}]","{""strong_favorable"": 58313, ""leaning_favorable"": 38578, ""neutral"": 26521, ""opposition"": 28614, ""undecided"": 33111}","[{""issue"": ""water_supply"", ""priority_level"": ""medium"", ""satisfaction_score"": 63}, {""issue"": ""infrastructure"", ""priority_level"": ""high"", ""satisfaction_score"": 77}, {""issue"": ""infrastructure"", ""priority_level"": ""low"", ""satisfaction_score"": 67}]",60,81.66,2025-03-20,"[""phone"", ""events"", ""social_media"", ""whatsapp""]","[""Leader_4"", ""Leader_3"", ""Leader_8""]",low,"[""Message theme 5"", ""Message theme 3""]","[""Phone banking"", ""Community events"", ""Phone banking"", ""Community events""]",0.23,high,60,low,72046.8,35,14,2025-12-05 12:30:12.083416,2025-12-05 12:30:12.083416
f7b0ba46-fd7e-4354-8e3e-f109bc8e38b5,PC03,demographic_1_karimnagar,demographic,2025-12-01,214959,18.74,"{""age_group"": ""senior_55plus"", ""gender"": ""all"", ""occupation_category"": ""retired"", ""income_level"": ""lower"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""sc_st""}","[{""ward"": ""Vemulawada"", ""voter_count"": 2988, ""concentration_pct"": 21.7}, {""ward"": ""Choppadandi"", ""voter_count"": 2026, ""concentration_pct"": 22.28}, {""ward"": ""Manakondur"", ""voter_count"": 4935, ""concentration_pct"": 22.93}]","{""strong_favorable"": 43620, ""leaning_favorable"": 34857, ""neutral"": 31499, ""opposition"": 37467, ""undecided"": 67516}","[{""issue"": ""healthcare"", ""priority_level"": ""high"", ""satisfaction_score"": 40}, {""issue"": ""healthcare"", ""priority_level"": ""high"", ""satisfaction_score"": 79}, {""issue"": ""employment"", ""priority_level"": ""medium"", ""satisfaction_score"": 56}]",40,39.8,2025-09-14,"[""phone"", ""social_media"", ""door_to_door""]","[""Leader_6"", ""Leader_6""]",low,"[""Message theme 5"", ""Message theme 3"", ""Message theme 3""]","[""Door-to-door campaign"", ""Phone banking"", ""Social media outreach""]",0.24,low,43,medium,381354.44,26,14,2025-12-05 12:30:12.083446,2025-12-05 12:30:12.083446
3e546357-b8b1-4e28-8cf8-c5230ebbbab4,PC03,demographic_2_karimnagar,demographic,2025-08-01,177432,15.47,"{""age_group"": ""all"", ""gender"": ""male"", ""occupation_category"": ""agriculture"", ""income_level"": ""lower"", ""education_level"": ""primary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Manakondur"", ""voter_count"": 3548, ""concentration_pct"": 22.45}, {""ward"": ""Huzurnagar"", ""voter_count"": 1677, ""concentration_pct"": 12.05}, {""ward"": ""Vemulawada"", ""voter_count"": 2090, ""concentration_pct"": 19.25}]","{""strong_favorable"": 66333, ""leaning_favorable"": 36844, ""neutral"": 23801, ""opposition"": 32689, ""undecided"": 17765}","[{""issue"": ""water_supply"", ""priority_level"": ""high"", ""satisfaction_score"": 62}, {""issue"": ""employment"", ""priority_level"": ""high"", ""satisfaction_score"": 73}, {""issue"": ""infrastructure"", ""priority_level"": ""low"", ""satisfaction_score"": 71}]",84,63.8,2025-09-10,"[""phone"", ""door_to_door"", ""events"", ""social_media""]","[""Leader_4"", ""Leader_7""]",medium,"[""Message theme 3"", ""Message theme 5""]","[""Door-to-door campaign"", ""Community events"", ""Social media outreach""]",0.16,medium,73,low,244692.42,11,10,2025-12-05 12:30:12.083473,2025-12-05 12:30:12.083473
37cd4736-550c-44b3-a234-68df32e2ec25,PC03,issue_based_3_karimnagar,issue_based,2025-12-01,200021,17.44,"{""age_group"": ""senior_55plus"", ""gender"": ""all"", ""occupation_category"": ""retired"", ""income_level"": ""lower"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""sc_st""}","[{""ward"": ""Karimnagar"", ""voter_count"": 2896, ""concentration_pct"": 11.07}, {""ward"": ""Choppadandi"", ""voter_count"": 4643, ""concentration_pct"": 12.63}, {""ward"": ""Manakondur"", ""voter_count"": 1992, ""concentration_pct"": 14.7}]","{""strong_favorable"": 46992, ""leaning_favorable"": 47021, ""neutral"": 39084, ""opposition"": 23403, ""undecided"": 43521}","[{""issue"": ""water_supply"", ""priority_level"": ""high"", ""satisfaction_score"": 84}, {""issue"": ""education"", ""priority_level"": ""low"", ""satisfaction_score"": 56}, {""issue"": ""employment"", ""priority_level"": ""low"", ""satisfaction_score"": 72}]",57,50.23,2025-09-21,"[""door_to_door"", ""social_media"", ""events"", ""whatsapp""]","[""Leader_8"", ""Leader_2""]",low,"[""Message theme 3"", ""Message theme 3"", ""Message theme 2""]","[""Door-to-door campaign"", ""Phone banking"", ""Phone banking""]",0.34,low,52,medium,483317.49,25,15,2025-12-05 12:30:12.083500,2025-12-05 12:30:12.083500
1f91410b-8e70-43dc-9acc-0bd7aab1b94d,PC03,geographic_4_karimnagar,geographic,2025-02-01,150294,13.1,"{""age_group"": ""all"", ""gender"": ""male"", ""occupation_category"": ""agriculture"", ""income_level"": ""lower"", ""education_level"": ""primary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Vemulawada"", ""voter_count"": 2993, ""concentration_pct"": 21.47}, {""ward"": ""Choppadandi"", ""voter_count"": 3265, ""concentration_pct"": 23.19}, {""ward"": ""Karimnagar"", ""voter_count"": 4597, ""concentration_pct"": 27.64}]","{""strong_favorable"": 33745, ""leaning_favorable"": 33280, ""neutral"": 17007, ""opposition"": 33831, ""undecided"": 32431}","[{""issue"": ""healthcare"", ""priority_level"": ""high"", ""satisfaction_score"": 70}, {""issue"": ""water_supply"", ""priority_level"": ""low"", ""satisfaction_score"": 74}, {""issue"": ""employment"", ""priority_level"": ""low"", ""satisfaction_score"": 49}]",48,60.38,2025-12-12,"[""social_media"", ""whatsapp"", ""phone""]","[""Leader_4"", ""Leader_2"", ""Leader_1""]",low,"[""Message theme 2"", ""Message theme 1""]","[""Door-to-door campaign"", ""Phone banking"", ""Community events""]",0.33,high,67,medium,64754.84,10,10,2025-12-05 12:30:12.083528,2025-12-05 12:30:12.083528
d0a61237-387d-4d41-a5b9-a41eed1e3a76,PC03,demographic_5_karimnagar,demographic,2025-03-01,119885,10.45,"{""age_group"": ""middle_age_36_55"", ""gender"": ""all"", ""occupation_category"": ""business_trade"", ""income_level"": ""middle"", ""education_level"": ""undergraduate"", ""religion"": ""all"", ""caste_category"": ""obc""}","[{""ward"": ""Manakondur"", ""voter_count"": 3835, ""concentration_pct"": 24.81}, {""ward"": ""Karimnagar"", ""voter_count"": 4059, ""concentration_pct"": 19.2}, {""ward"": ""Korutla"", ""voter_count"": 2109, ""concentration_pct"": 11.43}]","{""strong_favorable"": 33234, ""leaning_favorable"": 20702, ""neutral"": 14141, ""opposition"": 22685, ""undecided"": 29123}","[{""issue"": ""employment"", ""priority_level"": ""low"", ""satisfaction_score"": 54}, {""issue"": ""infrastructure"", ""priority_level"": ""high"", ""satisfaction_score"": 78}, {""issue"": ""infrastructure"", ""priority_level"": ""low"", ""satisfaction_score"": 79}]",47,41.02,2025-04-06,"[""door_to_door"", ""whatsapp"", ""social_media""]","[""Leader_3"", ""Leader_8"", ""Leader_2"", ""Leader_7""]",high,"[""Message theme 3"", ""Message theme 1"", ""Message theme 2"", ""Message theme 2""]","[""Community events"", ""Social media outreach"", ""Social media outreach"", ""Community events""]",0.21,medium,94,medium,275550.28,49,9,2025-12-05 12:30:12.083557,2025-12-05 12:30:12.083557
4b835f4d-9da3-46c9-b581-7e996a86025c,PC03,demographic_6_karimnagar,demographic,2025-04-01,124638,10.87,"{""age_group"": ""middle_age_36_55"", ""gender"": ""all"", ""occupation_category"": ""business_trade"", ""income_level"": ""middle"", ""education_level"": ""undergraduate"", ""religion"": ""all"", ""caste_category"": ""obc""}","[{""ward"": ""Korutla"", ""voter_count"": 2057, ""concentration_pct"": 29.3}, {""ward"": ""Karimnagar"", ""voter_count"": 4932, ""concentration_pct"": 17.02}, {""ward"": ""Huzurnagar"", ""voter_count"": 1939, ""concentration_pct"": 27.12}]","{""strong_favorable"": 28725, ""leaning_favorable"": 20184, ""neutral"": 14431, ""opposition"": 25140, ""undecided"": 36158}","[{""issue"": ""employment"", ""priority_level"": ""medium"", ""satisfaction_score"": 80}, {""issue"": ""infrastructure"", ""priority_level"": ""medium"", ""satisfaction_score"": 55}, {""issue"": ""education"", ""priority_level"": ""medium"", ""satisfaction_score"": 44}]",47,84.02,2025-03-24,"[""door_to_door"", ""social_media""]","[""Leader_9"", ""Leader_5"", ""Leader_7"", ""Leader_2""]",high,"[""Message theme 1"", ""Message theme 4""]","[""Community events"", ""Community events""]",0.19,medium,43,high,451532.21,39,4,2025-12-05 12:30:12.083584,2025-12-05 12:30:12.083584
395cb3ae-3c25-43e5-a8c4-c13dd29394cd,PC03,loyalty_7_karimnagar,loyalty,2025-07-01,150124,13.09,"{""age_group"": ""all"", ""gender"": ""female"", ""occupation_category"": ""homemaker_worker"", ""income_level"": ""lower_middle"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Choppadandi"", ""voter_count"": 2538, ""concentration_pct"": 11.26}, {""ward"": ""Vemulawada"", ""voter_count"": 2183, ""concentration_pct"": 25.41}, {""ward"": ""Manakondur"", ""voter_count"": 2665, ""concentration_pct"": 29.91}]","{""strong_favorable"": 47002, ""leaning_favorable"": 25302, ""neutral"": 19807, ""opposition"": 31093, ""undecided"": 26920}","[{""issue"": ""healthcare"", ""priority_level"": ""low"", ""satisfaction_score"": 63}, {""issue"": ""infrastructure"", ""priority_level"": ""medium"", ""satisfaction_score"": 62}, {""issue"": ""water_supply"", ""priority_level"": ""medium"", ""satisfaction_score"": 53}]",76,38.06,2025-04-19,"[""social_media"", ""events"", ""door_to_door"", ""phone""]","[""Leader_3"", ""Leader_9""]",low,"[""Message theme 2"", ""Message theme 3"", ""Message theme 3""]","[""Social media outreach"", ""Phone banking""]",0.39,low,48,low,114404.55,15,8,2025-12-05 12:30:12.083612,2025-12-05 12:30:12.083612
86b01956-5b46-4abe-9968-9887d1d9f433,PC03,loyalty_8_karimnagar,loyalty,2025-06-01,161123,14.05,"{""age_group"": ""all"", ""gender"": ""female"", ""occupation_category"": ""homemaker_worker"", ""income_level"": ""lower_middle"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Manakondur"", ""voter_count"": 2226, ""concentration_pct"": 26.99}, {""ward"": ""Korutla"", ""voter_count"": 1461, ""concentration_pct"": 18.05}, {""ward"": ""Sircilla"", ""voter_count"": 4185, ""concentration_pct"": 13.47}]","{""strong_favorable"": 52954, ""leaning_favorable"": 31656, ""neutral"": 24577, ""opposition"": 32196, ""undecided"": 19740}","[{""issue"": ""water_supply"", ""priority_level"": ""high"", ""satisfaction_score"": 50}, {""issue"": ""water_supply"", ""priority_level"": ""medium"", ""satisfaction_score"": 81}, {""issue"": ""education"", ""priority_level"": ""high"", ""satisfaction_score"": 56}]",87,81.39,2025-01-12,"[""door_to_door"", ""events""]","[""Leader_3"", ""Leader_6""]",high,"[""Message theme 4"", ""Message theme 1"", ""Message theme 5"", ""Message theme 2""]","[""Social media outreach"", ""Social media outreach"", ""Social media outreach"", ""Phone banking""]",0.42,medium,46,high,304576.21,18,10,2025-12-05 12:30:12.083639,2025-12-05 12:30:12.083639
ba358a93-4b6c-4127-8200-6157c061a1a3,PC03,issue_based_9_karimnagar,issue_based,2025-02-01,169604,14.79,"{""age_group"": ""youth_18_35"", ""gender"": ""all"", ""occupation_category"": ""students_professionals"", ""income_level"": ""lower_middle"", ""education_level"": ""graduate"", ""religion"": ""all"", ""caste_category"": ""general""}","[{""ward"": ""Sircilla"", ""voter_count"": 1478, ""concentration_pct"": 24.38}, {""ward"": ""Karimnagar"", ""voter_count"": 1744, ""concentration_pct"": 16.8}, {""ward"": ""Choppadandi"", ""voter_count"": 1458, ""concentration_pct"": 27.06}]","{""strong_favorable"": 46621, ""leaning_favorable"": 38310, ""neutral"": 21019, ""opposition"": 33168, ""undecided"": 30486}","[{""issue"": ""water_supply"", ""priority_level"": ""high"", ""satisfaction_score"": 42}, {""issue"": ""education"", ""priority_level"": ""medium"", ""satisfaction_score"": 55}, {""issue"": ""employment"", ""priority_level"": ""low"", ""satisfaction_score"": 42}]",60,84.06,2025-01-20,"[""phone"", ""whatsapp"", ""events"", ""social_media""]","[""Leader_8"", ""Leader_10""]",high,"[""Message theme 3"", ""Message theme 1""]","[""Phone banking"", ""Door-to-door campaign"", ""Community events""]",0.22,medium,79,medium,224921.76,50,4,2025-12-05 12:30:12.083665,2025-12-05 12:30:12.083665
d1a65a88-5773-4d13-9c67-84326ebf9dd5,PC03,loyalty_10_karimnagar,loyalty,2025-11-01,91200,7.95,"{""age_group"": ""middle_age_36_55"", ""gender"": ""all"", ""occupation_category"": ""business_trade"", ""income_level"": ""middle"", ""education_level"": ""undergraduate"", ""religion"": ""all"", ""caste_category"": ""obc""}","[{""ward"": ""Korutla"", ""voter_count"": 2751, ""concentration_pct"": 23.13}, {""ward"": ""Sircilla"", ""voter_count"": 1335, ""concentration_pct"": 29.63}, {""ward"": ""Vemulawada"", ""voter_count"": 4895, ""concentration_pct"": 13.59}]","{""strong_favorable"": 31300, ""leaning_favorable"": 14716, ""neutral"": 12462, ""opposition"": 15309, ""undecided"": 17413}","[{""issue"": ""infrastructure"", ""priority_level"": ""high"", ""satisfaction_score"": 47}, {""issue"": ""education"", ""priority_level"": ""low"", ""satisfaction_score"": 59}, {""issue"": ""water_supply"", ""priority_level"": ""medium"", ""satisfaction_score"": 72}]",89,78.58,2025-04-26,"[""phone"", ""door_to_door""]","[""Leader_9"", ""Leader_1"", ""Leader_6""]",high,"[""Message theme 3"", ""Message theme 3""]","[""Social media outreach"", ""Community events""]",0.19,high,53,high,362126.18,19,15,2025-12-05 12:30:12.083692,2025-12-05 12:30:12.083692
cb5a17e9-24c9-4c55-8a3f-c4d241915098,PC03,issue_based_11_karimnagar,issue_based,2025-01-01,113708,9.91,"{""age_group"": ""all"", ""gender"": ""male"", ""occupation_category"": ""agriculture"", ""income_level"": ""lower"", ""education_level"": ""primary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Huzurnagar"", ""voter_count"": 1774, ""concentration_pct"": 16.89}, {""ward"": ""Korutla"", ""voter_count"": 2921, ""concentration_pct"": 22.73}, {""ward"": ""Manakondur"", ""voter_count"": 4885, ""concentration_pct"": 25.5}]","{""strong_favorable"": 32393, ""leaning_favorable"": 23848, ""neutral"": 12330, ""opposition"": 24919, ""undecided"": 20218}","[{""issue"": ""infrastructure"", ""priority_level"": ""low"", ""satisfaction_score"": 66}, {""issue"": ""healthcare"", ""priority_level"": ""medium"", ""satisfaction_score"": 65}, {""issue"": ""employment"", ""priority_level"": ""low"", ""satisfaction_score"": 83}]",83,47.65,2025-08-05,"[""whatsapp"", ""phone"", ""social_media""]","[""Leader_8"", ""Leader_1""]",high,"[""Message theme 2"", ""Message theme 4"", ""Message theme 1""]","[""Door-to-door campaign"", ""Phone banking"", ""Door-to-door campaign"", ""Community events""]",0.41,high,41,high,147378.01,49,5,2025-12-05 12:30:12.083719,2025-12-05 12:30:12.083719
f58f3a76-8f19-43db-9529-0905f2eebece,PC04,demographic_1_nizamabad,demographic,2025-03-01,85117,8.02,"{""age_group"": ""all"", ""gender"": ""female"", ""occupation_category"": ""homemaker_worker"", ""income_level"": ""lower_middle"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Banswada"", ""voter_count"": 4804, ""concentration_pct"": 26.75}, {""ward"": ""Armoor"", ""voter_count"": 3771, ""concentration_pct"": 13.98}, {""ward"": ""Kamareddy"", ""voter_count"": 1012, ""concentration_pct"": 19.1}]","{""strong_favorable"": 21964, ""leaning_favorable"": 13256, ""neutral"": 12921, ""opposition"": 11788, ""undecided"": 25188}","[{""issue"": ""water_supply"", ""priority_level"": ""low"", ""satisfaction_score"": 72}, {""issue"": ""infrastructure"", ""priority_level"": ""medium"", ""satisfaction_score"": 73}, {""issue"": ""healthcare"", ""priority_level"": ""low"", ""satisfaction_score"": 62}]",90,35.85,2025-07-16,"[""social_media"", ""events""]","[""Leader_2"", ""Leader_5""]",high,"[""Message theme 3"", ""Message theme 1"", ""Message theme 4""]","[""Social media outreach"", ""Community events""]",0.34,high,71,high,110124.0,49,12,2025-12-05 12:30:12.083746,2025-12-05 12:30:12.083746
eb2636d7-1ade-45bd-ab7c-7935a411ec21,PC04,loyalty_2_nizamabad,loyalty,2025-03-01,127354,12.0,"{""age_group"": ""all"", ""gender"": ""female"", ""occupation_category"": ""homemaker_worker"", ""income_level"": ""lower_middle"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Kamareddy"", ""voter_count"": 1865, ""concentration_pct"": 12.26}, {""ward"": ""Nizamabad Urban"", ""voter_count"": 4188, ""concentration_pct"": 27.46}, {""ward"": ""Armoor"", ""voter_count"": 1192, ""concentration_pct"": 21.62}]","{""strong_favorable"": 30979, ""leaning_favorable"": 24372, ""neutral"": 18957, ""opposition"": 19974, ""undecided"": 33072}","[{""issue"": ""employment"", ""priority_level"": ""high"", ""satisfaction_score"": 84}, {""issue"": ""water_supply"", ""priority_level"": ""medium"", ""satisfaction_score"": 75}, {""issue"": ""education"", ""priority_level"": ""high"", ""satisfaction_score"": 60}]",73,30.56,2025-08-17,"[""social_media"", ""events"", ""phone"", ""whatsapp""]","[""Leader_10"", ""Leader_7""]",low,"[""Message theme 4"", ""Message theme 2"", ""Message theme 2"", ""Message theme 2""]","[""Social media outreach"", ""Community events"", ""Social media outreach"", ""Phone banking""]",0.18,high,48,medium,478882.96,32,3,2025-12-05 12:30:12.083773,2025-12-05 12:30:12.083773
