booth_id,constituency_id,booth_number,booth_name,location_ward,analysis_date,total_voters,male_voters,female_voters,first_time_voters,senior_voters,booth_score,risk_level,competitive_threat_score,booth_agents,active_volunteers,booth_committee_strength,last_meeting_date,surveyed_by,verification_date,created_at,updated_at
PC01_B125,PC01,B125,Polling Station 125,Boath,2025-11-01,5783,3007,2775,462,693,85,secure,54,3,19,strong,2025-10-26,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B126,PC01,B126,Polling Station 126,Nirmal,2025-11-01,5752,2991,2760,460,690,68,moderate,43,2,6,weak,2025-11-04,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B127,PC01,B127,Polling Station 127,Boath,2025-11-01,5762,2996,2765,460,691,45,vulnerable,37,5,11,strong,2025-10-04,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B128,PC01,B128,Polling Station 128,Mancherial,2025-11-01,5767,2998,2768,461,692,48,vulnerable,63,4,9,moderate,2025-11-03,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B129,PC01,B129,Polling Station 129,Khanapur,2025-11-01,5840,3036,2803,467,700,92,secure,73,4,9,moderate,2025-10-20,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B130,PC01,B130,Polling Station 130,Mancherial,2025-11-01,5842,3037,2804,467,701,78,secure,46,4,20,weak,2025-10-21,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B131,PC01,B131,Polling Station 131,Nirmal,2025-11-01,5757,2993,2763,460,690,84,secure,77,3,17,strong,2025-11-23,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B132,PC01,B132,Polling Station 132,Mancherial,2025-11-01,5719,2973,2745,457,686,65,moderate,72,2,14,moderate,2025-11-13,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B133,PC01,B133,Polling Station 133,Khanapur,2025-11-01,5801,3016,2784,464,696,81,secure,41,4,7,weak,2025-11-08,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B134,PC01,B134,Polling Station 134,Mancherial,2025-11-01,5844,3038,2805,467,701,68,moderate,34,3,14,moderate,2025-11-02,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B135,PC01,B135,Polling Station 135,Nirmal,2025-11-01,5868,3051,2816,469,704,63,moderate,48,2,16,moderate,2025-11-25,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B136,PC01,B136,Polling Station 136,Adilabad,2025-11-01,5707,2967,2739,456,684,86,secure,25,2,17,moderate,2025-11-29,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B137,PC01,B137,Polling Station 137,Mancherial,2025-11-01,5863,3048,2814,469,703,47,vulnerable,30,4,10,moderate,2025-11-08,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B138,PC01,B138,Polling Station 138,Boath,2025-11-01,5796,3013,2782,463,695,64,moderate,53,2,14,weak,2025-11-15,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B139,PC01,B139,Polling Station 139,Khanapur,2025-11-01,5827,3030,2796,466,699,55,vulnerable,20,3,17,weak,2025-10-18,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B140,PC01,B140,Polling Station 140,Adilabad,2025-11-01,5681,2954,2726,454,681,63,moderate,70,3,19,weak,2025-10-17,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B141,PC01,B141,Polling Station 141,Chennur,2025-11-01,5713,2970,2742,457,685,93,secure,29,2,15,strong,2025-11-20,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B142,PC01,B142,Polling Station 142,Boath,2025-11-01,5715,2971,2743,457,685,47,vulnerable,51,4,9,moderate,2025-10-12,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B143,PC01,B143,Polling Station 143,Khanapur,2025-11-01,5813,3022,2790,465,697,76,secure,78,5,5,moderate,2025-11-22,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B144,PC01,B144,Polling Station 144,Adilabad,2025-11-01,5875,3055,2820,470,705,67,moderate,53,4,5,weak,2025-11-28,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B145,PC01,B145,Polling Station 145,Boath,2025-11-01,5687,2957,2729,454,682,63,moderate,47,5,8,weak,2025-10-21,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B146,PC01,B146,Polling Station 146,Mancherial,2025-11-01,5722,2975,2746,457,686,87,secure,20,4,11,weak,2025-10-07,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B147,PC01,B147,Polling Station 147,Nirmal,2025-11-01,5795,3013,2781,463,695,51,vulnerable,58,3,5,moderate,2025-10-06,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B148,PC01,B148,Polling Station 148,Khanapur,2025-11-01,5761,2995,2765,460,691,51,vulnerable,43,5,20,weak,2025-10-07,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B149,PC01,B149,Polling Station 149,Adilabad,2025-11-01,5676,2951,2724,454,681,70,moderate,39,3,11,strong,2025-11-03,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B150,PC01,B150,Polling Station 150,Adilabad,2025-11-01,5782,3006,2775,462,693,75,moderate,39,5,13,strong,2025-11-05,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B151,PC01,B151,Polling Station 151,Adilabad,2025-11-01,5846,3039,2806,467,701,56,vulnerable,27,3,11,strong,2025-10-23,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B152,PC01,B152,Polling Station 152,Adilabad,2025-11-01,5761,2995,2765,460,691,80,secure,78,2,11,moderate,2025-10-01,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B153,PC01,B153,Polling Station 153,Boath,2025-11-01,5846,3039,2806,467,701,93,secure,32,2,16,weak,2025-11-07,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B154,PC01,B154,Polling Station 154,Asifabad,2025-11-01,5727,2978,2748,458,687,46,vulnerable,47,4,14,moderate,2025-10-23,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B155,PC01,B155,Polling Station 155,Asifabad,2025-11-01,5819,3025,2793,465,698,58,vulnerable,73,4,16,weak,2025-11-26,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B156,PC01,B156,Polling Station 156,Chennur,2025-11-01,5770,3000,2769,461,692,94,secure,77,3,8,moderate,2025-11-08,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B157,PC01,B157,Polling Station 157,Khanapur,2025-11-01,5748,2988,2759,459,689,74,moderate,32,2,17,strong,2025-11-07,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B158,PC01,B158,Polling Station 158,Nirmal,2025-11-01,5745,2987,2757,459,689,78,secure,62,2,10,strong,2025-10-06,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B159,PC01,B159,Polling Station 159,Mancherial,2025-11-01,5858,3046,2811,468,702,83,secure,37,3,17,weak,2025-11-23,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B160,PC01,B160,Polling Station 160,Adilabad,2025-11-01,5730,2979,2750,458,687,75,moderate,39,3,7,moderate,2025-10-12,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B161,PC01,B161,Polling Station 161,Nirmal,2025-11-01,5702,2965,2736,456,684,58,vulnerable,28,5,17,strong,2025-10-04,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B162,PC01,B162,Polling Station 162,Khanapur,2025-11-01,5834,3033,2800,466,700,62,moderate,30,3,5,weak,2025-11-22,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B163,PC01,B163,Polling Station 163,Khanapur,2025-11-01,5717,2972,2744,457,686,76,secure,73,5,10,strong,2025-10-11,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B164,PC01,B164,Polling Station 164,Asifabad,2025-11-01,5783,3007,2775,462,693,91,secure,48,5,11,moderate,2025-10-24,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B165,PC01,B165,Polling Station 165,Chennur,2025-11-01,5790,3010,2779,463,694,52,vulnerable,25,4,18,strong,2025-10-10,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B166,PC01,B166,Polling Station 166,Chennur,2025-11-01,5798,3014,2783,463,695,46,vulnerable,79,3,15,strong,2025-11-17,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B167,PC01,B167,Polling Station 167,Mancherial,2025-11-01,5745,2987,2757,459,689,57,vulnerable,26,3,9,moderate,2025-11-25,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B168,PC01,B168,Polling Station 168,Boath,2025-11-01,5853,3043,2809,468,702,52,vulnerable,43,5,10,strong,2025-11-17,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B169,PC01,B169,Polling Station 169,Khanapur,2025-11-01,5713,2970,2742,457,685,57,vulnerable,21,3,13,strong,2025-11-15,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B170,PC01,B170,Polling Station 170,Chennur,2025-11-01,5718,2973,2744,457,686,79,secure,22,2,20,weak,2025-11-12,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B171,PC01,B171,Polling Station 171,Adilabad,2025-11-01,5844,3038,2805,467,701,57,vulnerable,49,3,9,weak,2025-10-16,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B172,PC01,B172,Polling Station 172,Adilabad,2025-11-01,5759,2994,2764,460,691,84,secure,72,4,7,moderate,2025-11-27,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B173,PC01,B173,Polling Station 173,Boath,2025-11-01,5825,3029,2796,466,699,71,moderate,57,4,16,moderate,2025-10-04,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B174,PC01,B174,Polling Station 174,Nirmal,2025-11-01,5822,3027,2794,465,698,71,moderate,28,2,8,weak,2025-11-03,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B175,PC01,B175,Polling Station 175,Boath,2025-11-01,5788,3009,2778,463,694,77,secure,59,3,9,strong,2025-11-11,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B176,PC01,B176,Polling Station 176,Adilabad,2025-11-01,5876,3055,2820,470,705,92,secure,46,3,17,moderate,2025-10-25,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B177,PC01,B177,Polling Station 177,Mancherial,2025-11-01,5751,2990,2760,460,690,50,vulnerable,76,5,19,weak,2025-10-07,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B178,PC01,B178,Polling Station 178,Khanapur,2025-11-01,5804,3018,2785,464,696,77,secure,79,3,15,strong,2025-11-14,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B179,PC01,B179,Polling Station 179,Mancherial,2025-11-01,5849,3041,2807,467,701,61,moderate,40,3,11,moderate,2025-11-05,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B180,PC01,B180,Polling Station 180,Nirmal,2025-11-01,5687,2957,2729,454,682,52,vulnerable,50,5,9,moderate,2025-11-24,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B181,PC01,B181,Polling Station 181,Khanapur,2025-11-01,5719,2973,2745,457,686,89,secure,40,4,19,strong,2025-10-17,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B182,PC01,B182,Polling Station 182,Khanapur,2025-11-01,5797,3014,2782,463,695,80,secure,39,3,10,weak,2025-10-28,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B183,PC01,B183,Polling Station 183,Nirmal,2025-11-01,5856,3045,2810,468,702,91,secure,42,5,9,weak,2025-10-04,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC01_B184,PC01,B184,Polling Station 184,Mancherial,2025-11-01,5784,3007,2776,462,694,92,secure,48,4,11,moderate,2025-11-25,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B001,PC02,B001,Polling Station 1,Karimnagar,2025-11-01,5923,3079,2843,473,710,93,secure,59,2,19,weak,2025-10-31,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B002,PC02,B002,Polling Station 2,Huzurabad,2025-11-01,5822,3027,2794,465,698,90,secure,44,2,19,weak,2025-11-19,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B003,PC02,B003,Polling Station 3,Husnabad,2025-11-01,5830,3031,2798,466,699,69,moderate,62,5,16,moderate,2025-11-02,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B004,PC02,B004,Polling Station 4,Husnabad,2025-11-01,5844,3038,2805,467,701,82,secure,76,5,8,strong,2025-11-18,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B005,PC02,B005,Polling Station 5,Peddapalle,2025-11-01,5908,3072,2835,472,708,89,secure,26,2,17,moderate,2025-11-08,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B006,PC02,B006,Polling Station 6,Sircilla,2025-11-01,5890,3062,2827,471,706,67,moderate,63,2,6,strong,2025-10-09,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B007,PC02,B007,Polling Station 7,Peddapalle,2025-11-01,5867,3050,2816,469,704,77,secure,37,2,9,moderate,2025-11-02,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B008,PC02,B008,Polling Station 8,Peddapalle,2025-11-01,5782,3006,2775,462,693,54,vulnerable,20,3,15,strong,2025-11-23,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B009,PC02,B009,Polling Station 9,Choppadandi,2025-11-01,5889,3062,2826,471,706,92,secure,65,3,15,strong,2025-10-23,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B010,PC02,B010,Polling Station 10,Huzurabad,2025-11-01,5756,2993,2762,460,690,72,moderate,68,3,11,moderate,2025-11-30,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B011,PC02,B011,Polling Station 11,Huzurabad,2025-11-01,5868,3051,2816,469,704,81,secure,70,5,7,strong,2025-11-15,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B012,PC02,B012,Polling Station 12,Vemulawada,2025-11-01,5848,3040,2807,467,701,94,secure,36,2,11,weak,2025-10-24,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B013,PC02,B013,Polling Station 13,Karimnagar,2025-11-01,5907,3071,2835,472,708,47,vulnerable,40,5,5,strong,2025-11-14,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B014,PC02,B014,Polling Station 14,Vemulawada,2025-11-01,5779,3005,2773,462,693,78,secure,33,3,15,strong,2025-10-19,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B015,PC02,B015,Polling Station 15,Vemulawada,2025-11-01,5763,2996,2766,461,691,65,moderate,35,4,15,strong,2025-10-10,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B016,PC02,B016,Polling Station 16,Peddapalle,2025-11-01,5834,3033,2800,466,700,92,secure,41,2,10,strong,2025-11-03,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B017,PC02,B017,Polling Station 17,Huzurabad,2025-11-01,5824,3028,2795,465,698,53,vulnerable,64,5,11,moderate,2025-10-31,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B018,PC02,B018,Polling Station 18,Karimnagar,2025-11-01,5813,3022,2790,465,697,53,vulnerable,44,2,10,moderate,2025-10-27,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B019,PC02,B019,Polling Station 19,Vemulawada,2025-11-01,5890,3062,2827,471,706,92,secure,31,2,15,moderate,2025-11-25,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B020,PC02,B020,Polling Station 20,Husnabad,2025-11-01,5887,3061,2825,470,706,94,secure,59,2,13,weak,2025-11-01,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B021,PC02,B021,Polling Station 21,Choppadandi,2025-11-01,5885,3060,2824,470,706,89,secure,60,5,20,strong,2025-11-29,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B022,PC02,B022,Polling Station 22,Peddapalle,2025-11-01,5891,3063,2827,471,706,83,secure,58,2,16,strong,2025-11-07,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B023,PC02,B023,Polling Station 23,Karimnagar,2025-11-01,5809,3020,2788,464,697,61,moderate,23,3,16,weak,2025-10-11,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B024,PC02,B024,Polling Station 24,Huzurabad,2025-11-01,5850,3042,2808,468,702,54,vulnerable,24,2,19,strong,2025-10-15,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B025,PC02,B025,Polling Station 25,Huzurabad,2025-11-01,5787,3009,2777,462,694,61,moderate,22,3,11,moderate,2025-11-13,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B026,PC02,B026,Polling Station 26,Peddapalle,2025-11-01,5850,3042,2808,468,702,70,moderate,73,4,9,strong,2025-10-28,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B027,PC02,B027,Polling Station 27,Peddapalle,2025-11-01,5897,3066,2830,471,707,46,vulnerable,55,5,10,strong,2025-11-01,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B028,PC02,B028,Polling Station 28,Sircilla,2025-11-01,5774,3002,2771,461,692,71,moderate,37,3,7,strong,2025-10-30,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B029,PC02,B029,Polling Station 29,Karimnagar,2025-11-01,5831,3032,2798,466,699,94,secure,56,3,14,strong,2025-11-09,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B030,PC02,B030,Polling Station 30,Karimnagar,2025-11-01,5866,3050,2815,469,703,57,vulnerable,37,3,9,weak,2025-11-17,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B031,PC02,B031,Polling Station 31,Peddapalle,2025-11-01,5883,3059,2823,470,705,64,moderate,71,4,5,strong,2025-11-07,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B032,PC02,B032,Polling Station 32,Choppadandi,2025-11-01,5919,3077,2841,473,710,59,vulnerable,67,5,11,strong,2025-10-02,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B033,PC02,B033,Polling Station 33,Vemulawada,2025-11-01,5869,3051,2817,469,704,86,secure,29,3,18,weak,2025-10-27,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B034,PC02,B034,Polling Station 34,Choppadandi,2025-11-01,5771,3000,2770,461,692,95,secure,47,3,9,strong,2025-10-30,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B035,PC02,B035,Polling Station 35,Vemulawada,2025-11-01,5741,2985,2755,459,688,92,secure,27,5,14,moderate,2025-11-08,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B036,PC02,B036,Polling Station 36,Peddapalle,2025-11-01,5784,3007,2776,462,694,47,vulnerable,42,2,8,weak,2025-11-12,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B037,PC02,B037,Polling Station 37,Vemulawada,2025-11-01,5885,3060,2824,470,706,82,secure,72,3,10,weak,2025-10-17,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B038,PC02,B038,Polling Station 38,Karimnagar,2025-11-01,5782,3006,2775,462,693,95,secure,66,3,12,moderate,2025-11-17,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B039,PC02,B039,Polling Station 39,Sircilla,2025-11-01,5859,3046,2812,468,703,45,vulnerable,68,2,19,strong,2025-10-24,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B040,PC02,B040,Polling Station 40,Peddapalle,2025-11-01,5849,3041,2807,467,701,80,secure,38,5,18,strong,2025-10-09,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B041,PC02,B041,Polling Station 41,Karimnagar,2025-11-01,5807,3019,2787,464,696,85,secure,48,5,11,moderate,2025-11-12,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B042,PC02,B042,Polling Station 42,Choppadandi,2025-11-01,5831,3032,2798,466,699,53,vulnerable,61,2,8,moderate,2025-10-02,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B043,PC02,B043,Polling Station 43,Karimnagar,2025-11-01,5777,3004,2772,462,693,47,vulnerable,77,2,11,moderate,2025-11-09,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B044,PC02,B044,Polling Station 44,Sircilla,2025-11-01,5807,3019,2787,464,696,57,vulnerable,24,2,12,moderate,2025-10-03,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B045,PC02,B045,Polling Station 45,Huzurabad,2025-11-01,5825,3029,2796,466,699,55,vulnerable,31,2,20,moderate,2025-10-06,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B046,PC02,B046,Polling Station 46,Sircilla,2025-11-01,5821,3026,2794,465,698,56,vulnerable,22,3,10,moderate,2025-11-27,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B047,PC02,B047,Polling Station 47,Sircilla,2025-11-01,5764,2997,2766,461,691,75,moderate,51,5,10,moderate,2025-11-10,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B048,PC02,B048,Polling Station 48,Choppadandi,2025-11-01,5862,3048,2813,468,703,79,secure,51,2,17,weak,2025-11-06,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B049,PC02,B049,Polling Station 49,Huzurabad,2025-11-01,5849,3041,2807,467,701,78,secure,28,4,6,strong,2025-10-10,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B050,PC02,B050,Polling Station 50,Huzurabad,2025-11-01,5862,3048,2813,468,703,70,moderate,79,3,17,weak,2025-10-15,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B051,PC02,B051,Polling Station 51,Sircilla,2025-11-01,5815,3023,2791,465,697,68,moderate,80,3,12,moderate,2025-10-07,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B052,PC02,B052,Polling Station 52,Peddapalle,2025-11-01,5822,3027,2794,465,698,56,vulnerable,47,2,6,weak,2025-11-12,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B053,PC02,B053,Polling Station 53,Husnabad,2025-11-01,5916,3076,2839,473,709,49,vulnerable,25,5,19,weak,2025-11-13,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B054,PC02,B054,Polling Station 54,Vemulawada,2025-11-01,5820,3026,2793,465,698,46,vulnerable,47,3,6,moderate,2025-10-19,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B055,PC02,B055,Polling Station 55,Vemulawada,2025-11-01,5812,3022,2789,464,697,46,vulnerable,66,4,16,strong,2025-10-16,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B056,PC02,B056,Polling Station 56,Choppadandi,2025-11-01,5931,3084,2846,474,711,94,secure,39,4,6,strong,2025-10-03,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B057,PC02,B057,Polling Station 57,Sircilla,2025-11-01,5751,2990,2760,460,690,86,secure,56,5,5,moderate,2025-10-12,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B058,PC02,B058,Polling Station 58,Husnabad,2025-11-01,5924,3080,2843,473,710,50,vulnerable,22,2,16,weak,2025-10-26,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B059,PC02,B059,Polling Station 59,Huzurabad,2025-11-01,5890,3062,2827,471,706,72,moderate,35,2,9,moderate,2025-10-01,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B060,PC02,B060,Polling Station 60,Husnabad,2025-11-01,5829,3031,2797,466,699,68,moderate,57,4,10,weak,2025-11-30,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B061,PC02,B061,Polling Station 61,Huzurabad,2025-11-01,5818,3025,2792,465,698,78,secure,77,5,19,weak,2025-10-09,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC02_B062,PC02,B062,Polling Station 62,Choppadandi,2025-11-01,5876,3055,2820,470,705,68,moderate,67,2,14,moderate,2025-10-07,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
